building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area,house_area_int,have_living_room,have_kitchen_room,have_dining_room,have_storage_room,have_common_room,have_gift_money,have_deposit,management_fee_int,rent_fee_int,building_age_int,transport1,transport2,transport3,have_convinient_transport,building_floor_int,room_floor_int
ミリアレジデンス新宿御苑,マンション,東京都新宿区新宿５丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分都営新宿線 新宿三丁目駅/徒歩8分東京メトロ副都心線 東新宿駅/徒歩19分,築1年,鉄筋コンクリート,9階,13.8万円,"12,000円",1ヶ月,－,1K,25.01m²,25.01,0,1,0,0,0,0,1,12.0,138.0,1, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,営新宿線 新宿三丁目駅/徒歩8分,京メトロ副都心線 東新宿駅/徒歩19分,0,14,9
ルフォンプログレ四谷,マンション,東京都新宿区四谷坂町,13階建て, 都営新宿線 曙橋駅/徒歩4分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩11分東京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,築1年,鉄筋コンクリート,7階,19.8万円,"15,000円","198,000円",－,1LDK,40.23m²,40.23,1,1,1,0,0,0,1,15.0,198.0,1, 都営新宿線 曙橋駅/徒歩4分,央本線（ＪＲ東日本） 四ツ谷駅/徒歩11分,京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,0,13,7
四谷坂町レジデンス,マンション,東京都新宿区四谷坂町,7階建て, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分都営新宿線 曙橋駅/徒歩9分東京メトロ南北線 市ケ谷駅/徒歩10分,築2年,鉄筋コンクリート,1階,12.3万円,"15,000円",－,－,1K,25.48m²,25.48,0,1,0,0,0,0,0,15.0,123.0,2, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分,営新宿線 曙橋駅/徒歩9分,京メトロ南北線 市ケ谷駅/徒歩10分,0,7,1
プライムメゾン早稲田通り,マンション,東京都新宿区早稲田町,11階建て, 東京メトロ東西線 早稲田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩11分東京メトロ東西線 神楽坂駅/徒歩11分,築2年,鉄筋コンクリート,3階,12.2万円,"10,000円",1ヶ月,－,1K,25m²,25.0,0,1,0,0,0,0,1,10.0,122.0,2, 東京メトロ東西線 早稲田駅/徒歩3分,営大江戸線 牛込柳町駅/徒歩11分,京メトロ東西線 神楽坂駅/徒歩11分,1,11,3
ラクラス四谷,マンション,東京都新宿区四谷三栄町,5階建て, ＪＲ総武線 四ツ谷駅/徒歩4分都営新宿線 曙橋駅/徒歩11分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,築2年,鉄筋コンクリート,1階,16.5万円,"14,000円",1ヶ月,1ヶ月,1DK,32.37m²,32.37,0,1,1,0,0,1,1,14.0,165.0,2, ＪＲ総武線 四ツ谷駅/徒歩4分,営新宿線 曙橋駅/徒歩11分,京メトロ丸ノ内線 四谷三丁目駅/徒歩9分,0,5,1
東京都新宿区市谷甲良町,マンション,東京都新宿区市谷甲良町,14階建て, 都営大江戸線 牛込柳町駅/徒歩5分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩12分,築4年,鉄筋コンクリート,5階,12.2万円,"15,000円",－,"122,000円",1K,25.2m²,25.2,0,1,0,0,0,1,0,15.0,122.0,4, 都営大江戸線 牛込柳町駅/徒歩5分,営大江戸線 牛込神楽坂駅/徒歩8分,京メトロ東西線 神楽坂駅/徒歩12分,1,14,5
東京都新宿区上落合３丁目,アパート,東京都新宿区上落合３丁目,2階建て, 東京メトロ東西線 落合駅/徒歩1分都営大江戸線 東中野駅/徒歩6分西武鉄道新宿線 中井駅/徒歩10分,築5年,木造,1階,6.4万円,"3,500円",－,1ヶ月,1R,10.03m²,10.03,0,0,0,0,1,1,0,3.5,64.0,5, 東京メトロ東西線 落合駅/徒歩1分,営大江戸線 東中野駅/徒歩6分,武鉄道新宿線 中井駅/徒歩10分,1,2,1
ザ・パークハビオ新宿,マンション,東京都新宿区新宿６丁目,7階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩13分,築5年,鉄筋コンクリート,1階,12.8万円,"10,000円",1ヶ月,1ヶ月,1R,25.01m²,25.01,0,0,0,0,1,1,1,10.0,128.0,5, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩7分,京メトロ丸ノ内線 新宿御苑前駅/徒歩8分,Ｒ山手線 新宿駅/徒歩13分,1,7,1
フロンティア新宿タワー　（ＴＳＩ新宿タワー,マンション,東京都新宿区西新宿３丁目,24階建て, 京王電鉄京王線 初台駅/徒歩5分都営大江戸線 都庁前駅/徒歩11分ＪＲ山手線 新宿駅/徒歩13分,築5年,鉄筋コンクリート,11階,26.9万円,"20,000円",－,－,1LDK,47.67m²,47.67,1,1,1,0,0,0,0,20.0,269.0,5, 京王電鉄京王線 初台駅/徒歩5分,営大江戸線 都庁前駅/徒歩11分,Ｒ山手線 新宿駅/徒歩13分,1,24,11
ザ・パークハウス西新宿タワー６０,マンション,東京都新宿区西新宿５丁目,60階建て, 都営大江戸線 西新宿五丁目駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩9分都営大江戸線 都庁前駅/徒歩8分,築5年,鉄筋コンクリート,6階,16.4万円,－,"164,000円","328,000円",1R,33.9m²,33.9,0,0,0,0,1,1,1,-1.0,164.0,5, 都営大江戸線 西新宿五丁目駅/徒歩7分,京メトロ丸ノ内線 西新宿駅/徒歩9分,営大江戸線 都庁前駅/徒歩8分,1,60,6
メゾンカルム市谷仲之町,マンション,東京都新宿区市谷仲之町,6階建て, 都営新宿線 曙橋駅/徒歩6分都営大江戸線 牛込柳町駅/徒歩10分都営大江戸線 若松河田駅/徒歩9分,築6年,鉄筋コンクリート,1階,14.9万円,"7,000円",1ヶ月,1ヶ月,1LDK,35.42m²,35.42,1,1,1,0,0,1,1,7.0,149.0,6, 都営新宿線 曙橋駅/徒歩6分,営大江戸線 牛込柳町駅/徒歩10分,営大江戸線 若松河田駅/徒歩9分,1,6,1
Ｈａｒｍｏｎｙ　Ｒｅｓｉｄｅｎｃｅ　ＷＡＳＥＤＡ,マンション,東京都新宿区原町１丁目,10階建て, 都営大江戸線 牛込柳町駅/徒歩2分都営大江戸線 若松河田駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩11分,築7年,鉄筋コンクリート,7階,10.3万円,"15,000円",－,1ヶ月,1K,25.81m²,25.81,0,1,0,0,0,1,0,15.0,103.0,7, 都営大江戸線 牛込柳町駅/徒歩2分,営大江戸線 若松河田駅/徒歩10分,営大江戸線 牛込神楽坂駅/徒歩11分,1,10,7
パークリュクス新宿御苑前ｍｏｎｏ,マンション,東京都新宿区富久町,15階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分東京メトロ丸ノ内線 新宿三丁目駅/徒歩8分都営新宿線 曙橋駅/徒歩10分,築8年,鉄筋コンクリート,3階,13.5万円,"8,000円",1ヶ月,1ヶ月,1DK,31.58m²,31.58,0,1,1,0,0,1,1,8.0,135.0,8, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,京メトロ丸ノ内線 新宿三丁目駅/徒歩8分,営新宿線 曙橋駅/徒歩10分,0,15,3
グランドセダー大久保,アパート,東京都新宿区大久保２丁目,2階建て, ＪＲ山手線 新大久保駅/徒歩6分東京メトロ副都心線 東新宿駅/徒歩7分ＪＲ総武線 大久保駅/徒歩10分,築9年,木造,2階,6.8万円,"3,500円",－,1ヶ月,1R,11.46m²,11.46,0,0,0,0,1,1,0,3.5,68.0,9, ＪＲ山手線 新大久保駅/徒歩6分,京メトロ副都心線 東新宿駅/徒歩7分,Ｒ総武線 大久保駅/徒歩10分,1,2,2
サエラⅢロイヤル,アパート,東京都新宿区南元町,3階建て, ＪＲ総武線 信濃町駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩16分都営大江戸線 国立競技場駅/徒歩13分,築12年,木造,1階,7.9万円,"3,000円",1ヶ月,－,1R,18.82m²,18.82,0,0,0,0,1,0,1,3.0,79.0,12, ＪＲ総武線 信濃町駅/徒歩7分,Ｒ総武線 四ツ谷駅/徒歩16分,営大江戸線 国立競技場駅/徒歩13分,1,3,1
エスティメゾン東新宿,マンション,東京都新宿区新宿６丁目,6階建て, 都営大江戸線 東新宿駅/徒歩5分東京メトロ丸ノ内線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩18分,築13年,鉄筋コンクリート,1階,15.5万円,"15,000円",1ヶ月,1ヶ月,2K,40.03m²,40.03,0,1,0,0,0,1,1,15.0,155.0,13, 都営大江戸線 東新宿駅/徒歩5分,京メトロ丸ノ内線 新宿三丁目駅/徒歩7分,Ｒ山手線 新宿駅/徒歩18分,1,6,1
フォルム内藤町,マンション,東京都新宿区内藤町,16階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ総武線 千駄ケ谷駅/徒歩13分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,築13年,鉄筋コンクリート,11階,39.5万円,"15,000円",1ヶ月,1ヶ月,2LDK,85.75m²,85.75,1,1,1,0,0,1,1,15.0,395.0,13, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,Ｒ総武線 千駄ケ谷駅/徒歩13分,京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,0,16,11
エスティメゾン四谷坂町（旧ジェイフラッツ）,マンション,東京都新宿区四谷坂町,7階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩12分,築14年,鉄筋コンクリート,5階,12.7万円,"12,000円",1ヶ月,－,1K,30.79m²,30.79,0,1,0,0,0,0,1,12.0,127.0,14, 都営新宿線 曙橋駅/徒歩3分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,央本線（ＪＲ東日本） 四ツ谷駅/徒歩12分,0,7,5
パークホームズ四谷三丁目アーバンレジデンス,マンション,東京都新宿区舟町,10階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分都営新宿線 曙橋駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩13分,築15年,鉄筋コンクリート,3階,18.5万円,"10,000円",1ヶ月,1ヶ月,2LDK,42.22m²,42.22,1,1,1,0,0,1,1,10.0,185.0,15, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分,営新宿線 曙橋駅/徒歩7分,Ｒ総武線 四ツ谷駅/徒歩13分,0,10,3
ガーデンクレスト,マンション,東京都新宿区大京町,10階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分ＪＲ総武線 千駄ケ谷駅/徒歩9分,築15年,鉄筋コンクリート,1階,18.1万円,"10,000円",1ヶ月,1ヶ月,1LDK,49.23m²,49.23,1,1,1,0,0,1,1,10.0,181.0,15, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,京メトロ丸ノ内線 新宿御苑前駅/徒歩8分,Ｒ総武線 千駄ケ谷駅/徒歩9分,0,10,1
ダイナシティ　新宿若松町,マンション,東京都新宿区若松町,14階建て, 都営大江戸線 若松河田駅/徒歩4分都営大江戸線 牛込柳町駅/徒歩4分東京メトロ東西線 早稲田駅/徒歩10分,築16年,鉄筋コンクリート,11階,10.9万円,"11,000円",1ヶ月,1ヶ月,1R,32.52m²,32.52,0,0,0,0,1,1,1,11.0,109.0,16, 都営大江戸線 若松河田駅/徒歩4分,営大江戸線 牛込柳町駅/徒歩4分,京メトロ東西線 早稲田駅/徒歩10分,1,14,11
スカイコート初台,マンション,東京都新宿区西新宿４丁目,12階建て, 都営大江戸線 西新宿五丁目駅/徒歩9分京王電鉄京王線 初台駅/徒歩8分都営大江戸線 都庁前駅/徒歩16分,築17年,鉄筋コンクリート,2階,9.6万円,"10,500円",－,1ヶ月,1K,21.4m²,21.4,0,1,0,0,0,1,0,10.5,96.0,17, 都営大江戸線 西新宿五丁目駅/徒歩9分,王電鉄京王線 初台駅/徒歩8分,営大江戸線 都庁前駅/徒歩16分,1,12,2
パレステュディオ新宿パークサイド,マンション,東京都新宿区西新宿４丁目,14階建て, 都営大江戸線 西新宿五丁目駅/徒歩1分東京メトロ丸ノ内線 西新宿駅/徒歩13分ＪＲ山手線 新宿駅/徒歩15分,築19年,鉄骨鉄筋コンクリート,2階,12.5万円,"10,500円",－,1ヶ月,1K,22.68m²,22.68,0,1,0,0,0,1,0,10.5,125.0,19, 都営大江戸線 西新宿五丁目駅/徒歩1分,京メトロ丸ノ内線 西新宿駅/徒歩13分,Ｒ山手線 新宿駅/徒歩15分,1,14,2
オーキッドレジデンス神楽坂,マンション,東京都新宿区新小川町,6階建て, 都営大江戸線 飯田橋駅/徒歩9分東京メトロ東西線 神楽坂駅/徒歩11分都営大江戸線 牛込神楽坂駅/徒歩11分,築19年,鉄筋コンクリート,1階,12.6万円,"12,000円",－,－,1K,30.11m²,30.11,0,1,0,0,0,0,0,12.0,126.0,19, 都営大江戸線 飯田橋駅/徒歩9分,京メトロ東西線 神楽坂駅/徒歩11分,営大江戸線 牛込神楽坂駅/徒歩11分,1,6,1
サンウッド新宿戸山フラッツ,マンション,東京都新宿区新宿７丁目,5階建て, 都営大江戸線 東新宿駅/徒歩5分東京メトロ副都心線 西早稲田駅/徒歩11分西武鉄道新宿線 西武新宿駅/徒歩12分,築19年,鉄筋コンクリート,3階,21万円,－,2ヶ月,1ヶ月,1LDK,57.36m²,57.36,1,1,1,0,0,1,1,-1.0,210.0,19, 都営大江戸線 東新宿駅/徒歩5分,京メトロ副都心線 西早稲田駅/徒歩11分,武鉄道新宿線 西武新宿駅/徒歩12分,1,5,3
スカイパーク御苑,マンション,東京都新宿区新宿１丁目,10階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 新宿三丁目駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩14分,築20年,鉄骨鉄筋コンクリート,3階,10.3万円,"10,000円",1ヶ月,1ヶ月,1K,26.01m²,26.01,0,1,0,0,0,1,1,10.0,103.0,20, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ丸ノ内線 新宿三丁目駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩14分,0,10,3
メトリブ新宿,マンション,東京都新宿区北新宿１丁目,3階建て, ＪＲ総武線 大久保駅/徒歩5分ＪＲ山手線 新大久保駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩12分,築24年,鉄筋コンクリート,1階,8万円,"5,000円",1ヶ月,1ヶ月,1K,21.56m²,21.56,0,1,0,0,0,1,1,5.0,80.0,24, ＪＲ総武線 大久保駅/徒歩5分,Ｒ山手線 新大久保駅/徒歩9分,京メトロ丸ノ内線 西新宿駅/徒歩12分,1,3,1
ヴァンテ・アン神楽坂,マンション,東京都新宿区神楽坂３丁目,10階建て, 都営大江戸線 飯田橋駅/徒歩2分都営大江戸線 牛込神楽坂駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩7分,築24年,鉄骨鉄筋コンクリート,2階,13.3万円,"10,000円",1ヶ月,1ヶ月,1R,27.43m²,27.43,0,0,0,0,1,1,1,10.0,133.0,24, 都営大江戸線 飯田橋駅/徒歩2分,営大江戸線 牛込神楽坂駅/徒歩5分,京メトロ東西線 神楽坂駅/徒歩7分,1,10,2
メゾンＴＯ,マンション,東京都新宿区北新宿３丁目,3階建て, 都営大江戸線 東中野駅/徒歩14分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新大久保駅/徒歩10分,築25年,鉄筋コンクリート,1階,7.3万円,"2,000円",1ヶ月,－,1R,20m²,20.0,0,0,0,0,1,0,1,2.0,73.0,25, 都営大江戸線 東中野駅/徒歩14分,Ｒ総武線 大久保駅/徒歩7分,Ｒ山手線 新大久保駅/徒歩10分,1,3,1
ドミール北新宿,マンション,東京都新宿区北新宿１丁目,11階建て, ＪＲ総武線 大久保駅/徒歩3分ＪＲ山手線 新大久保駅/徒歩7分ＪＲ総武線 新宿駅/徒歩13分,築25年,鉄筋コンクリート,8階,7.8万円,"6,500円",1ヶ月,1ヶ月,1K,20.35m²,20.35,0,1,0,0,0,1,1,6.5,78.0,25, ＪＲ総武線 大久保駅/徒歩3分,Ｒ山手線 新大久保駅/徒歩7分,Ｒ総武線 新宿駅/徒歩13分,1,11,8
エスタシオン西新宿,マンション,東京都新宿区西新宿４丁目,9階建て, 都営大江戸線 西新宿五丁目駅/徒歩1分都営大江戸線 都庁前駅/徒歩11分東京メトロ丸ノ内線 西新宿駅/徒歩11分,築25年,鉄骨鉄筋コンクリート,5階,18.2万円,"10,000円",1ヶ月,1ヶ月,1LDK,57.83m²,57.83,1,1,1,0,0,1,1,10.0,182.0,25, 都営大江戸線 西新宿五丁目駅/徒歩1分,営大江戸線 都庁前駅/徒歩11分,京メトロ丸ノ内線 西新宿駅/徒歩11分,1,9,5
ウエストポイントコート,マンション,東京都新宿区信濃町,3階建て, ＪＲ総武線 信濃町駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分都営大江戸線 国立競技場駅/徒歩9分,築33年,鉄筋コンクリート,1階,21.6万円,"10,000円",1ヶ月,1ヶ月,2LDK,73.99m²,73.99,1,1,1,0,0,1,1,10.0,216.0,33, ＪＲ総武線 信濃町駅/徒歩5分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,営大江戸線 国立競技場駅/徒歩9分,1,3,1
コスモシティ市ヶ谷,マンション,東京都新宿区箪笥町,9階建て, 都営大江戸線 牛込神楽坂駅/徒歩1分東京メトロ東西線 神楽坂駅/徒歩8分東京メトロ有楽町線 飯田橋駅/徒歩10分,築35年,鉄筋コンクリート,2階,6.9万円,"9,000円",－,－,1R,19.76m²,19.76,0,0,0,0,1,0,0,9.0,69.0,35, 都営大江戸線 牛込神楽坂駅/徒歩1分,京メトロ東西線 神楽坂駅/徒歩8分,京メトロ有楽町線 飯田橋駅/徒歩10分,1,9,2
ニュー菅沼ビル,マンション,東京都新宿区荒木町,3階建て, 都営新宿線 曙橋駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分東京メトロ丸ノ内線 四ツ谷駅/徒歩14分,築36年,鉄筋コンクリート,3階,7.5万円,－,1ヶ月,－,1K,20m²,20.0,0,1,0,0,0,0,1,-1.0,75.0,36, 都営新宿線 曙橋駅/徒歩4分,京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,京メトロ丸ノ内線 四ツ谷駅/徒歩14分,0,3,3
サンヒルズ落合,アパート,東京都新宿区上落合１丁目,2階建て, 東京メトロ東西線 落合駅/徒歩5分都営大江戸線 中井駅/徒歩7分ＪＲ総武線 東中野駅/徒歩10分,築36年,木造,1階,7.5万円,"2,000円",1ヶ月,1ヶ月,1K,20m²,20.0,0,1,0,0,0,1,1,2.0,75.0,36, 東京メトロ東西線 落合駅/徒歩5分,営大江戸線 中井駅/徒歩7分,Ｒ総武線 東中野駅/徒歩10分,1,2,1
番衆エムエスビル,マンション,東京都新宿区新宿５丁目,8階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分東京メトロ丸ノ内線 新宿三丁目駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩15分,築36年,鉄骨鉄筋コンクリート,3階,7.7万円,－,1ヶ月,1ヶ月,1R,22.72m²,22.72,0,0,0,0,1,1,1,-1.0,77.0,36, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分,京メトロ丸ノ内線 新宿三丁目駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩15分,0,8,3
ライオンズマンシヨン西新宿７,マンション,東京都新宿区西新宿６丁目,11階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩6分東京メトロ丸ノ内線 中野坂上駅/徒歩9分都営大江戸線 都庁前駅/徒歩8分,築37年,鉄筋コンクリート,3階,6.5万円,－,1ヶ月,1ヶ月,1R,15.93m²,15.93,0,0,0,0,1,1,1,-1.0,65.0,37, 東京メトロ丸ノ内線 西新宿駅/徒歩6分,京メトロ丸ノ内線 中野坂上駅/徒歩9分,営大江戸線 都庁前駅/徒歩8分,1,11,3
メイツ新宿なつめ坂,マンション,東京都新宿区若松町,7階建て, 都営大江戸線 若松河田駅/徒歩2分都営新宿線 曙橋駅/徒歩11分東京メトロ東西線 早稲田駅/徒歩8分,築37年,鉄筋コンクリート,3階,14.8万円,"5,000円",1ヶ月,1ヶ月,2LDK,52.86m²,52.86,1,1,1,0,0,1,1,5.0,148.0,37, 都営大江戸線 若松河田駅/徒歩2分,営新宿線 曙橋駅/徒歩11分,京メトロ東西線 早稲田駅/徒歩8分,1,7,3
